"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"F***V","京享值1809","star5","卖家服务态度很好，是买给家里用的，今天刚装好还不没有用。家里比较偏，还以为不能送货上门呢，结果可以，这点还挺惊讶的。我家人说安装师傅态度也挺好的，安装也满意，好评好评！","2018-02-06 13:29","1","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:47.0724742"
"d***6","京享值2960","star5","这个价位的热水器，性价比高，自己也能安装，遥控的，感觉很上档次！","2017-11-14 19:55","2","2","[购买3天后追评]",,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:47.1165051"
"z***9","京享值10622","star5","冲着3000元以内1.5变频1级能效，制冷效果还不错。","2017-10-07 16:39","9","1","[购买7天后追评]","第一次评价评到空调去了再补上，安装费再花了百十来块钱。","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:47.1685378"
"j***w","PLUS会员","star5","挺好的，就是加热速度慢。出水小","2018-02-20 13:52","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:50.3296460"
"j***c","京享值2712","star5","美的热水器，名副其实的大品牌。售后客服服务也很到位，打电话预约安装也很顺利。安装师傅都很专业，服务态度也很好，主动联系客户。安装过程也很顺利，作业效率杠杠的。选择美的，就是省心","2018-01-12 13:49","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:50.3566644"
"F***2","PLUS会员","star5","还好客服和售后服务确实很好。在这里要给美的的售后客服和工作人员点个赞?22早上9点给我送来的货，下午2点安装人员联系我过来安装，而且电话回访做的很到位。当把热水器安装上墙的那刹那，买对了。漂亮，大气?工作人员细心的帮我调整管道设计，力求做到美观?安装的之前有先告知我配件的价格，大概预算。并没遇到像其他人一样安装需要高额费用?最让我想不到的是工作人员很细心，安装完热水器后擦拭干净灰尘（由于我家装修未完成，粉尘很多），自觉把一些安装多出来的废弃配件和胶纸收拾好，还顺手把我的工程废弃物很好，也一并给收拾了?售后服务超级好。在评论下热水器，工作人员教我一次就会使用，很简单。加热半小时后开水30秒出热水，赞。以后使用再看看质量如何再追加评论。想购买的朋友可以大胆入手了。","2018-03-08 11:51","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:50.3886855"
"r***2","京享值8050","star5","京东物流快，配送人员服务周到我叫他帮我拿上四楼他说好的，而且叫我看看外包装，签收了还交代我收好货物清，说有什么问题可以打电话过来安装师傅也很好，离我家很近的！","2018-03-07 16:47","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:50.4197044"
"酱***友","京享值3970","star5","美的热水器值得购买，发货派送很快，当天早上派送当天下午就按装好。一家四口还洗不完。","2017-11-16 23:21","4","6",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:50.6548742"
"哓***4","京享值1437","star5","货到的很快哦！安装师傅态度很好 中间因为一点事情耽误了一会 师傅很有耐心的一直等着?不错不错 后来总算解决搞定了 给师傅一个大大的赞??","2017-11-13 17:35","4","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:50.6878962"
"j***j","京享值71241","star5","物流还挺准时的，第一天下单第二就到货，收到货打开看，热水器跟图片上一模一样美观大方，价格也很实惠，美的老品牌值得信赖，京东自营，买得开心，用得更放心！","2018-03-02 11:55","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:50.7229218"
"j***6","PLUS会员","star5","产品卖像还不错！加温60℃放2天还有点温。","2018-01-31 20:18","9","3","[购买5天后追评]",,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:50.7579430"
"吾***L","京享值7454","star5","电热水器很快就到了，有美的安装工人联系过来安装好了。这个60L的容量还是挺够用的，可以带遥控器设定，挺方便的。觉得这款还是挺美观大方的，开启之后很快水温就升上了，还有一个中保功能，自动维持45度，如果需要洗澡就开成加热，升温到70度。总体来说很满意了。美的产品质量应该有保障。","2018-02-06 16:28","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:50.7919667"
"月***天","京享值9287","star5","安装师傅非常耐心，服务很好，一直安装到晚上8点，师傅晚饭都没吃，为美的的售后服务点赞！！！晚上一安装完，就烧水试了试，非常满意！！推荐购买！！！","2018-03-03 22:07","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:50.8289926"
"龙***9","京享值30801","star5","产品东西真不错，烧水快，不过就是按照的师傅不怎么样，总忽悠我，日复一日的忽悠我，后来大晚上来的，来了之用根管要我200多，再也不用管太阳能热水器了.","2018-01-19 09:28","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:53.4897602"
"j***l","京享值11302","star5","东西安装上了，花了100多块，还不错。安装速度也快。家里之前在老家电器城买的美的太阳能，老是有问题。没热水用修一次200多。所以决定换个电热水器。希望后面好用。","2017-11-29 08:25","1","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:53.5157767"
"小***t","京享值12473","star5","热水器用起来还差不多。不知道耗电量大不大，二级？","2017-11-29 12:40","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:53.5437954"
"1***_","京享值15363","star5","不错用上一段时间才来评论，感觉很好呀。","2017-11-26 21:09","1","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:53.5698125"
"w***1","京享值11889","star5","热水器今天到了，只是家里管子没装好，不能试试加热效果。安装师傅也很给力，本来预约了10点，结果货没到，换到了下午一点，半小时留给安完了，赞一个！","2018-01-14 15:14","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:53.5978324"
"关***湘","PLUS会员","star5","热水器可以，好用，安装师傅特别细心也负责任！京东物流特别快，下单第二天就到了，第三天就安装了！安装的完美！管线笔直！","2018-02-27 09:23","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:53.6308539"
"x***5","京享值10674","star5","非常满意！！！安装师傅很给力！！！","2017-11-06 12:48","1","1","[购买5天后追评]","非常满意了！！！安装师傅很给刀！！！","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:53.6608737"
"小***罗","京享值5695","star5","商品很快就寄回来了  东西也很好  没有任何毛病 中途出了点小擦曲 但是京东快递和售后都能在第一时间联系 这次购物很愉快  感谢京东","2018-02-11 10:59","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:53.6918932"
"nullflyxiyu","PLUS会员","star5","二月七号拍的，九号就送到了。并且安装师傅八号就打电话预约安装。送货到楼上，服务到位。相隔不到一小时安装师傅就来安装了。我家卫生间不大，师傅帮着设计安装。当天晚上就用上了。售后服务及态度一点也不亚于海尔。以后会推荐他人买你家的东西。","2018-02-21 21:50","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:53.7249155"
"t***8","京享值11541","star5","服务特别周到，售后安装师傅很贴心，货物很满意，期待下次还能购物愉快","2018-03-01 12:26","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:53.7589386"
"j***0","京享值6374","star5","大品牌值得信耐，双十二抢的，预约送货，速度快、售后服务非常好，安装师傅预约准时来安装，新家还没入伙，热水器好不好还未知，以后再评论","2018-01-30 17:57","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:56.5446717"
"j***6","京享值11379","star5","很好以后还在京东购物，我去别的电器问我这型号，说没有我这个型号，有相识的，1299元，买家电的还说我这下线了，安装师傅说，我是普通的挺好的。加热很快，购物很满意，还没走用，安装费花179元，热水器带的喷头不能用槊料的，得自己买花伞。安装还得80 元。麻烦啊，","2017-09-20 14:26","8","3",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:56.5706891"
"爱***萱","京享值9825","star5","很不错的热水器，美的品牌值得信赖！而且性价比比较高，比较适合四口之家使用，还有配套的遥控器，在卧室就可以调节温度，等温度达到了就可以沐浴了，之前用的是太阳能热水器，冬天了温度总是不够热，买了这个更方便一家人用，很好的产品，值得购买，看好的就不要犹豫了！","2018-01-23 10:10","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:15:56.5967065"
